Geneid	length	WT_Pmm2_8_1	WT_Pmm2_8_4	WT_Pmm2_8_2	WT_Pmm2_8_3	Mutant_Pmm2_8_1	Mutant_Pmm2_8_2	Mutant_Pmm2_8_5	Mutant_Pmm2_8_3	Mutant_Pmm2_8_4
si:dkey-34d22.2	2166	0	0	0	0	0	0	0	0	0
LOC799644	1697	0	0	0	0	0	0	0	0	0
si:dkey-34d22.5	955	0	0	0	0	0	0	0	0	0
rab42b	1050	0	0	0	0	0	0	0	0	0
taf12	1463	0	0	0	0	0	6	0	0	0
ctps1b	1915	0	0	1	0	0	0	0	0	0
cited4b	1580	24	252	107	20	19	107	37	9	25
LOC101883783	2665	3	42	25	1	0	7	8	1	1
scmh1	1556	0	25	4	7	0	13	6	1	0
si:ch211-1i11.3	4902	42	476	208	36	14	264	86	35	52
map7d1a	3236	156	1429	622	110	34	637	274	70	168
thrap3a	5635	127	653	286	61	27	257	111	43	87
sh3d21	2295	100	755	437	37	93	769	265	64	215
eva1ba	1372	38	244	123	14	8	118	45	14	22
stk40	4890	433	3084	1414	217	159	1775	714	221	463
oscp1b	2404	38	372	116	29	17	99	55	10	33
mrps15	1050	70	553	271	58	30	339	117	40	113
sh3bp5b	2854	80	574	236	41	19	184	73	9	34
capn7	4596	69	779	365	44	33	312	163	40	117
LOC101885829	12500	268	1666	812	120	91	835	319	96	257
LOC101885342	1884	8	88	31	3	5	38	14	1	6
LOC110437991	461	27	189	99	43	12	54	34	9	30
LOC101885117	4187	4	0	0	0	0	0	0	0	1
LOC108179628	1632	0	7	1	0	2	2	2	0	6
LOC101885930	4011	52	274	120	108	13	156	44	16	42
LOC103908954	822	5	61	16	0	4	5	2	3	3
LOC108179630	5737	8	54	9	19	0	17	8	1	0
LOC103908953	2358	0	0	0	0	0	0	0	0	0
LOC103908955	2357	0	0	0	0	0	0	0	0	0
LOC103908956	2358	0	0	0	0	0	0	0	0	0
LOC108179637	2737	0	0	0	0	0	0	0	0	0
LOC103908959	2358	0	0	0	0	0	0	0	0	0
LOC108179633	1188	6	14	2	5	0	0	1	0	0
LOC108179634	5859	56	158	67	54	6	92	51	3	30
LOC110437992	715	1	3	0	0	0	0	2	0	0
LOC103908961	282	0	0	0	0	0	0	0	0	0
LOC108179509	1713	8	0	3	4	0	0	0	0	0
LOC110437993	798	0	10	3	2	0	6	0	0	4
col6a4a	9901	540	2745	1430	334	190	1718	725	169	298
LOC103908963	7071	12	25	7	1	1	11	11	0	3
pik3r4	4880	212	1750	764	90	33	485	280	94	203
decr1	1517	50	201	186	20	16	142	60	12	40
calb1	1522	45	237	124	33	15	142	59	10	45
pnp4b	1223	263	785	558	89	62	494	163	38	148
LOC101887157	2470	2	3	6	9	0	7	5	2	11
si:ch73-215d9.1	4937	74	660	339	64	30	271	137	30	72
aldh5a1	3126	64	467	235	26	5	181	86	11	66
snrnp48	1659	17	154	81	1	3	69	28	9	25
si:ch211-208k15.1	1853	52	291	150	31	9	119	45	26	38
LOC110437994	7750	2	90	50	11	2	44	6	6	2
adgrb1a	7022	411	4339	1896	186	80	1249	601	180	299
si:ch211-198c19.1	1028	0	9	0	0	0	5	0	0	0
cep162	4404	6	61	31	3	6	9	9	5	2
mrap2a	1597	4	29	16	0	0	7	5	0	1
plekho1b	6058	134	1168	507	50	32	369	163	48	127
si:dkey-23o4.6	1627	0	0	1	0	0	0	0	0	0
pogzb	7208	33	146	88	15	9	64	40	9	32
selenbp1	1863	33	204	81	6	4	74	30	11	25
pi4kb	4410	23	372	201	20	12	155	78	19	38
myo1eb	4013	16	177	65	15	4	96	42	8	33
prune	1475	0	13	6	0	3	21	15	1	0
bnipl	4521	0	2	0	0	0	11	1	1	0
cdc42se1	2173	0	0	0	0	0	0	0	0	0
gabpb2b	1895	0	20	7	0	0	4	6	0	4
elp6	1236	0	0	0	0	0	0	0	0	0
zgc:113232	2463	0	0	0	0	0	0	0	0	0
cd83	1345	0	0	1	0	0	6	0	0	3
rspo2	753	0	0	5	0	0	4	1	0	0
eif3ea	1497	17	36	10	1	2	237	87	3	46
emc2	1420	20	169	87	9	8	99	40	7	25
tmem74	2271	10	202	89	21	8	49	27	8	26
trhra	3003	16	189	76	19	0	101	30	9	9
LOC108179640	8891	43	88	30	27	10	122	25	7	44
LOC100007883	1204	0	0	1	0	0	0	0	0	4
eny2	555	7	73	74	9	3	86	31	1	19
gdf6a	2630	24	262	120	28	13	95	66	20	65
sybu	3025	129	2051	804	96	57	627	314	98	211
LOC110437995	2722	0	1	6	1	0	0	2	0	0
ebag9	1303	81	543	239	33	15	305	158	41	76
zdhhc3a	3470	65	525	202	36	29	222	87	26	65
tmem42a	1473	12	56	60	12	1	35	34	2	12
zgc:77056	1094	48	179	116	14	5	79	50	5	32
gpd1l	2461	49	213	153	19	11	146	48	18	21
osbpl10b	3287	50	810	377	58	21	208	86	37	58
stt3b	4268	377	2210	1332	139	147	1928	738	159	484
tgfbr2b	2251	105	1180	600	73	39	549	283	62	132
rbms3	8481	485	4220	2135	221	178	1809	838	203	461
LOC110438016	1469	0	8	3	2	0	1	3	0	1
hint3	1827	34	141	104	16	18	84	47	22	52
si:dkey-29b11.3	883	3	52	15	5	0	18	3	1	1
trmt11	2006	67	602	248	24	15	289	123	38	67
LOC110437996	1367	11	167	96	12	1	71	33	6	27
cenpw	1113	5	57	27	2	1	4	6	2	16
rspo3	2414	29	277	120	24	11	136	46	10	40
mettl6	1259	14	210	84	27	15	98	22	13	33
trnae-cuc_203	72	1	0	0	0	0	0	0	0	0
trnas-aga_300	82	0	0	0	0	0	0	0	0	0
si:dkey-242e21.4	1069	12	94	42	5	4	42	14	4	17
LOC101885539	2386	17	99	76	25	9	55	34	8	13
LOC108179642	1176	1	19	9	3	0	1	2	2	4
plekhf2	3366	46	722	344	46	33	321	150	37	111
LOC101885642	2272	5	92	64	15	5	56	19	4	25
ndufaf6	1129	27	193	87	14	15	123	40	10	25
nagpa	2464	40	443	199	59	21	199	99	34	47
tp53inp1	1537	95	1053	383	82	27	420	229	43	86
ccne2	2248	31	79	78	27	7	57	27	4	18
si:dkey-22o22.2	11585	282	2567	1176	150	57	850	362	99	182
LOC103908968	1077	2	6	6	6	0	1	6	0	3
LOC101885890	603	5	7	8	0	1	0	0	1	1
gbp	1356	172	570	256	89	32	375	146	33	78
si:dkey-201i6.2	2989	42	176	88	19	4	58	32	11	22
dek	2670	105	491	267	50	24	306	89	24	87
trnae-cuc_204	72	0	0	0	0	0	0	0	0	0
LOC101886041	363	4	10	0	0	0	4	0	0	0
scap	8978	237	2506	1158	95	75	1198	531	136	258
ptpn23a	6764	171	1856	1091	97	61	935	414	100	199
LOC100535079	687	0	0	1	0	0	0	1	0	2
LOC110438017	427	0	0	0	0	0	0	0	0	1
LOC110438018	678	0	6	4	9	0	0	0	1	6
sc:d156	1336	13	13	10	9	0	13	1	0	9
nek11	2744	7	51	9	7	0	27	5	2	0
cpne4a	2573	58	442	184	35	10	138	73	12	37
cmtm6	2636	100	402	285	51	31	430	157	37	132
cmtm7	1182	40	109	74	15	8	89	23	6	21
siglec15l	1212	6	2	8	3	0	9	3	0	6
si:dkey-11p23.7	1062	5	12	8	4	0	15	1	1	1
LOC100333000	2648	20	27	8	10	3	44	7	0	3
rpp25l	1537	27	106	59	2	6	80	28	6	13
LOC100006870	2232	7	18	3	8	0	14	2	1	4
LOC103908970	1893	1	7	10	4	0	4	2	2	6
aste1	2714	0	30	13	11	0	14	2	3	2
atp2c1	6229	177	1378	616	105	48	641	269	76	177
ubxn11	1793	0	55	16	16	1	17	6	4	2
cep85	4581	45	411	195	42	19	206	75	24	60
mtdhb	3016	128	730	453	36	30	437	187	37	78
si:dkey-199f5.8	5026	69	365	212	49	21	313	81	24	96
psmc4	1632	44	531	257	26	27	523	157	49	123
LOC100006761	1399	0	1	0	1	0	0	0	0	0
clasp1b	4596	6	38	19	2	0	12	1	0	7
LOC108179646	723	3	1	3	0	0	0	0	0	0
si:dkey-199f5.3	1476	3	0	3	3	0	0	1	0	0
LOC110437997	535	0	6	0	2	0	7	2	0	0
scn1ba	4341	74	496	242	28	7	190	72	14	46
gramd1a	5920	278	3396	1426	120	99	998	519	124	254
si:ch211-225p5.8	3619	24	185	121	12	12	116	42	7	26
pycard	909	36	258	172	12	13	235	77	14	93
caspa	1474	24	191	82	14	9	177	55	5	64
etv2	1738	8	96	43	11	2	54	28	4	17
fli1b	3287	64	226	147	35	4	122	40	11	38
zp3d.2	1576	1	7	2	9	0	8	1	0	3
zp3d.1	2151	11	37	19	15	0	15	4	1	7
dyrk1b	7833	777	6601	3813	394	195	2372	1087	276	565
LOC110437998	1630	42	203	158	15	16	81	41	17	29
alkbh8	4128	62	203	131	31	7	231	58	20	45
fbl	1422	152	1463	811	98	88	1148	492	79	200
zgc:162160	1736	22	287	129	29	10	120	63	15	27
ppox	2019	10	116	88	10	8	108	55	8	37
cspg5a	2652	485	4611	2555	275	129	1405	639	179	386
smarcc1a	4722	405	2482	1476	133	124	1208	513	145	323
si:ch211-215k15.4	1334	8	0	10	5	0	21	4	0	6
si:ch211-215k15.5	1231	0	47	20	4	1	39	16	3	7
herpud2	2002	80	920	432	42	38	484	210	38	107
tbx20	6281	53	316	194	33	13	166	87	15	56
dpy19l1l	2339	51	457	163	30	13	216	70	24	36
slc4a7	7929	156	1304	600	113	47	705	232	61	152
si:ch211-135n15.2	1270	15	51	24	10	4	43	20	4	13
ankrd34a	5579	52	424	225	40	4	177	62	11	54
polr3glb	1249	41	210	135	18	6	135	47	16	23
txnipb	1922	217	1774	1008	58	94	919	239	92	179
hfe2	1713	39	312	146	17	7	64	67	7	9
mir92b	82	10	7	10	0	1	14	2	0	1
thbs3a	3214	39	290	147	35	22	146	59	12	25
mtx1a	3102	38	397	158	39	28	202	110	25	72
LOC100330743	2179	5	0	3	7	3	1	3	1	2
LOC101886004	2474	38	161	44	8	6	55	30	3	6
nudt17	1561	37	284	134	28	20	206	69	32	43
si:dkey-7j14.5	2034	160	1185	713	86	64	579	240	57	125
si:dkey-7j14.6	1352	117	396	234	36	33	340	114	37	68
LOC798168	2802	4	48	33	11	0	77	14	3	14
LOC103908978	1285	0	1	5	0	0	6	1	0	2
rundc3b	1813	16	157	47	9	2	52	25	2	13
slc25a40	1946	41	328	106	23	18	122	88	20	31
dbf4	2556	36	135	113	20	3	90	39	9	20
adam22	5451	406	3338	1701	245	135	1290	561	158	357
cldn12	3544	73	691	421	58	31	348	144	36	100
strumpellin	3300	67	1039	557	66	32	378	229	56	111
psma2	890	81	579	306	35	30	377	155	45	92
mrpl32	647	41	226	164	13	17	201	47	15	39
ccdc127a	1822	38	170	93	7	3	26	25	3	20
zmp:0000000930	2361	18	66	32	12	2	60	15	1	13
rnf144b	2026	35	521	187	17	14	149	107	15	35
sqlea	2097	45	277	170	18	11	142	61	13	31
oxr1a	4575	319	3234	1577	184	96	1030	509	154	238
LOC110438000	320	0	1	0	0	0	0	0	0	2
LOC103908977	1498	3	28	13	3	8	12	2	2	2
LOC110438001	875	3	98	50	2	2	30	10	3	12
si:dkey-122a22.2	4392	12	148	70	22	9	110	37	13	33
zfpm2a	4674	98	1040	493	78	26	290	157	33	58
dpys	2772	94	538	290	53	28	280	107	42	114
dcstamp	2234	9	61	29	10	2	16	8	2	4
rims2a	8858	358	4229	2081	206	104	1083	547	162	318
dcaf13	1694	100	844	359	44	36	429	223	40	91
zgc:101716	1235	14	176	57	7	8	95	22	13	5
si:ch211-151m7.3	1840	0	7	13	2	3	6	1	4	1
LOC108179511	2670	3	15	4	1	0	7	5	1	1
LOC799983	3303	6	65	6	10	2	10	6	0	2
zmp:0000000951	2294	14	31	6	15	3	26	12	3	2
upk1a	2363	6	34	25	9	0	62	14	4	8
arhgap33	9672	261	2298	1185	137	44	652	391	95	202
rbm42	1702	17	359	153	18	9	137	72	21	41
cd22	1619	0	10	7	15	0	4	5	2	2
ncam3	4967	9	101	32	27	9	110	25	10	26
sult2st3	2770	30	131	67	27	7	94	30	9	18
LOC101883659	2071	0	7	0	1	0	0	1	0	2
LOC103908980	447	0	0	0	0	0	0	0	0	0
tmem147	1092	91	604	323	49	73	429	134	32	85
gapdhs	1384	1313	9244	4569	543	378	4195	1814	508	1073
si:rp71-77l1.2	2012	0	42	15	21	0	35	16	2	5
LOC101883917	922	0	21	9	0	0	1	2	1	4
si:rp71-77l1.1	835	36	246	109	20	46	237	52	16	66
LOC100149761	635	4	5	4	14	0	6	0	0	4
LOC101884620	766	0	24	17	16	0	9	5	0	4
si:ch73-343g19.4	926	1	20	17	3	2	12	7	0	7
LOC103908981	1217	0	17	8	1	0	7	0	0	1
si:dkey-33i11.9	962	50	232	159	24	20	215	89	18	100
fxyd1	1056	202	1094	529	92	92	1092	292	80	259
si:dkey-33i11.4	791	54	228	159	26	12	264	66	16	75
si:dkey-33i11.3	5809	72	272	166	44	23	189	74	18	59
LOC101885065	2695	3	35	13	8	0	16	3	0	1
si:dkey-33i11.1	2306	13	22	16	15	2	4	2	0	6
dnase2	3500	21	149	78	19	4	102	42	15	50
rgl2	2848	69	739	414	31	25	243	150	49	81
phf1	2368	47	457	148	25	16	136	77	19	28
syngap1b	11344	286	4579	2392	202	113	1144	572	146	336
smg5	3756	175	1665	771	112	63	663	375	83	179
paqr6	2024	247	2656	1094	128	98	1040	608	114	310
ntrk1	3114	33	152	67	20	6	41	29	17	18
LOC568656	622	0	9	7	2	0	6	6	1	2
afp4	538	168	638	1167	112	135	1214	389	88	508
rbm8a	888	91	518	354	67	35	405	159	52	105
otud7b	5103	184	1847	870	91	73	632	330	77	155
mtmr11	3304	68	920	455	33	30	265	131	51	50
sv2a	8817	954	7175	4004	471	148	2711	1298	271	594
bola1	880	4	158	102	11	10	76	33	2	19
LOC110438002	884	11	12	16	1	0	7	2	2	3
nr2f5	3077	78	552	253	58	40	275	172	22	73
LOC101886504	6975	8	97	58	17	5	37	18	6	6
LOC110438003	1954	16	350	199	19	14	125	48	8	33
rpz	945	74	471	207	31	18	330	114	28	50
rpz2	1140	51	443	254	33	8	226	68	16	50
rpz6	1260	16	192	77	20	7	66	29	5	20
LOC101886607	978	6	116	45	11	7	47	21	6	19
LOC100330084	1325	50	227	92	15	3	97	33	11	27
rpz3	1491	10	60	25	13	2	23	17	2	4
rpz5	2066	53	358	196	35	27	297	92	26	85
rpz4	1839	57	315	143	26	9	191	72	10	42
tmem176l.1	1775	62	404	224	53	27	318	130	56	112
LOC100150707	1775	3	9	1	6	0	13	2	0	3
LOC100150005	1025	1	1	4	3	0	4	3	3	0
LOC100000275	2823	4	20	12	13	0	22	2	0	2
si:dkey-152b24.7	1394	12	11	10	2	3	41	5	0	6
zgc:174938	1310	15	80	34	10	6	58	24	6	7
si:dkey-152b24.6	1359	2	7	0	3	0	18	2	0	1
LOC100331378	1534	3	12	0	13	0	9	2	0	2
tmem176l.3a	1387	55	373	206	38	23	221	92	18	114
LOC108179652	555	4	15	6	5	0	4	4	2	5
tmem176l.2	1122	49	270	241	23	12	137	60	31	71
tmem176l.4	1418	196	1192	630	74	86	892	339	90	426
ubqln4	3227	298	4191	1758	145	111	2089	970	222	399
lamtor2	785	5	119	55	3	0	88	22	4	8
rab25b	1370	32	174	99	13	8	140	44	14	55
rab11al	1640	23	247	117	43	56	691	314	69	190
mex3a	7008	288	2132	1418	173	99	995	483	137	285
LOC100535095	959	46	146	179	13	20	271	89	31	174
LOC101886350	510	22	50	50	18	3	85	24	11	62
zmp:0000000881	1419	31	318	168	21	14	180	79	17	74
LOC101883726	5838	94	1601	736	67	29	418	175	43	99
LOC103908983	309	0	7	4	1	0	1	1	0	0
LOC100148066	880	0	13	6	3	1	19	2	0	0
ica1	1890	44	293	133	35	19	192	53	18	34
LOC100332369	2041	8	149	99	19	14	76	52	15	22
mios	3542	46	480	220	25	22	222	77	20	49
LOC101884510	647	10	31	9	2	3	15	14	5	17
col28a1b	3309	27	285	91	17	10	152	42	35	47
LOC564281	1578	10	56	11	10	8	39	7	0	13
si:dkey-256h2.1	2288	15	49	27	5	4	43	1	1	12
LOC101882231	1001	3	35	4	5	0	6	4	0	0
sept7b	2172	136	1431	745	104	46	951	299	76	223
slc25a32b	1121	37	256	126	14	9	99	67	16	21
cthrc1b	3282	80	181	118	33	9	82	44	15	40
si:ch211-236p22.1	11176	275	4398	1901	210	88	1053	576	157	275
eif3ha	1231	212	3170	1447	135	168	1577	744	171	280
rad21a	2595	361	3324	1791	153	145	1521	624	187	378
ext1a	3440	119	1288	555	87	19	550	211	61	85
LOC558761	4122	18	451	220	12	15	176	66	17	62
pbx2	3729	324	2852	1288	139	128	1524	588	140	297
notchl	3254	70	387	102	40	18	183	58	25	34
tap1	2658	9	211	103	16	11	78	36	12	50
brd2b	1443	20	601	281	17	14	144	72	20	41
si:ch73-31d8.2	707	9	66	38	5	2	30	14	4	17
LOC101885083	1863	58	648	255	44	15	246	100	27	65
LOC110438004	1712	19	272	102	23	7	48	43	8	15
LOC100536500	1053	49	194	83	11	9	106	26	6	24
plcl2	4309	124	1593	710	88	55	648	268	57	159
LOC571757	4886	127	1458	761	60	23	320	193	40	97
LOC110438005	144	2	0	0	5	0	0	0	1	0
si:dkey-82o10.4	966	10	51	19	7	0	48	8	2	2
efhb	1861	9	74	18	12	0	34	18	4	13
rab5ab	1245	244	1236	661	101	59	816	235	72	199
znf385d	2102	105	1182	370	56	69	519	159	53	84
ube2e2	1394	285	1743	688	129	107	792	263	79	219
nr1d2a	3995	1347	3596	1398	632	207	2014	855	230	481
nek10	3575	11	66	33	9	2	22	10	4	6
si:ch211-231m23.4	1131	0	6	14	7	1	0	4	3	3
lim2.5	1129	56	387	143	48	15	245	99	24	54
vsig10l	2776	25	202	44	20	6	59	30	3	23
etfb	1309	171	1748	853	73	63	1009	386	91	193
usf2l	1688	12	64	29	7	1	53	6	2	11
hamp	831	11	75	17	5	3	12	16	1	10
zgc:110372	2642	236	1899	909	81	67	580	279	72	119
LOC110438006	732	90	333	228	43	26	191	61	12	65
LOC100004033	1131	0	9	6	2	7	20	3	5	0
si:ch73-90p23.1	1436	3	35	15	7	0	15	6	0	7
LOC571502	1346	0	36	4	8	0	10	1	2	1
si:dkeyp-97a10.3	4059	61	317	142	32	20	267	97	15	72
si:dkeyp-97a10.1	3014	30	252	98	14	7	78	28	8	17
LOC567622	3702	129	1314	751	62	70	711	303	84	156
ago1	5528	103	852	512	60	24	332	224	34	89
dhdds	1199	47	231	138	9	26	220	111	33	63
hmgn2	1034	789	2236	2061	440	120	1292	578	137	512
LOC103908986	1370	348	1007	508	175	72	954	456	79	230
serpinb14	1865	70	850	267	44	49	551	213	57	128
serpinb1l1	1567	10	86	42	6	10	51	12	4	40
zgc:173729	1456	2	47	24	6	4	42	16	1	12
serpinb1l4	1434	18	105	42	23	7	80	42	5	16
LOC101883133	1244	28	54	20	15	1	27	14	6	10
si:ch211-107n13.1	1935	57	417	138	50	11	162	55	14	53
slc9a1a	6678	161	1208	623	105	46	662	269	58	164
LOC110438019	200	6	15	1	1	2	11	0	1	4
LOC101882461	3621	240	2276	1164	126	93	878	319	89	234
col27a1a	3658	146	933	625	61	28	326	134	39	53
mir455-2	105	0	4	1	0	0	0	0	0	2
rpl28	609	2284	24597	11960	1067	1367	12762	4752	1250	2876
LOC570835	1290	23	136	97	3	6	40	22	9	11
sec16a	7563	427	4131	2341	237	193	2386	1151	280	563
LOC110438008	913	68	102	192	19	5	81	33	9	32
LOC108179656	539	8	68	119	6	3	15	7	3	7
pdcl	3435	204	1924	829	104	70	846	343	96	195
LOC110438007	2387	0	50	10	4	2	17	2	0	4
LOC101882264	559	0	0	0	0	0	0	0	1	0
LOC100535423	797	0	0	0	1	0	0	0	0	0
ifnlr1	4558	22	245	90	14	7	147	46	15	51
myom3	4439	84	842	380	40	37	287	152	34	47
fabp10a	441	1557	14687	7456	753	790	8097	3338	921	1569
srsf10a	3103	131	991	435	66	27	410	161	47	150
ubr5	9191	624	6969	3476	304	216	2543	1267	339	616
klf10	1121	2	46	70	7	4	6	7	5	0
LOC101885174	3457	10	13	10	1	0	13	4	1	0
LOC101884966	5333	19	70	27	24	4	35	4	1	12
azin1a	2711	77	736	339	26	20	247	90	41	88
atp6v1c1a	1837	80	1171	596	69	32	445	226	59	93
zgc:193681	1782	9	72	22	11	2	31	8	3	11
spire1b	2128	71	850	326	35	21	205	121	31	49
cep72	1843	24	155	36	11	3	38	29	6	5
LOC100333482	938	53	887	398	25	10	277	124	25	71
LOC100334198	2118	20	162	55	10	8	45	22	2	10
brd9	2380	58	959	384	41	29	346	175	40	84
trip13	1729	3	14	12	8	0	12	3	3	6
nkd2b	1230	88	496	266	39	34	227	84	20	47
zgc:158766	2144	21	873	386	31	11	139	96	37	62
LOC101885705	4369	6	51	35	2	2	10	6	2	7
si:ch211-269k10.4	1344	5	14	21	9	1	22	4	1	9
LOC108179657	1129	2	10	23	9	0	35	9	2	6
ptdss1a	1996	213	2070	790	89	66	650	288	98	161
kif13a	8163	12	207	76	10	5	58	25	10	6
rbm24b	1094	11	41	20	3	2	28	12	3	6
grinab	1787	12	78	17	3	2	30	27	7	32
smpd5	2528	0	57	5	0	0	17	17	1	4
LOC103908992	1806	4	3	0	0	0	5	3	0	0
LOC797378	1963	0	1	0	0	0	2	0	2	0
LOC101886521	2080	2	5	6	2	0	6	0	0	3
LOC108179658	768	1	40	45	1	2	19	8	0	8
gpatch3	2433	114	1376	633	61	54	582	203	69	151
sacm1lb	2122	51	676	345	41	31	472	167	37	88
LOC101886755	4194	9	12	2	4	3	12	2	10	7
LOC103908994	1097	0	5	1	0	0	0	0	1	0
ggctb	1164	64	513	209	19	18	190	103	33	27
nod1	3388	41	214	159	31	11	159	49	16	41
LOC110438009	2118	61	167	56	74	8	234	20	18	47
znrf2b	1614	22	379	142	18	7	83	77	18	39
fzd1	1701	37	720	281	26	17	202	106	29	41
cdk14	3969	152	1524	664	44	26	396	229	80	113
LOC101886260	3818	74	584	306	65	32	369	173	31	126
LOC101885075	2663	16	43	36	7	0	31	7	8	2
xrcc1	2864	63	361	185	32	34	265	65	19	62
drd2l	6190	29	142	45	19	1	38	20	6	16
ethe1	1398	72	605	405	22	15	273	112	28	71
phldb3	1230	26	681	329	23	18	212	91	25	53
LOC103910901	1506	36	538	256	7	12	232	95	23	28
LOC101882151	437	18	286	110	6	10	62	44	11	24
osr2	1213	28	656	415	16	18	109	93	25	24
LOC101882272	2876	37	459	344	51	6	152	74	14	23
LOC101882339	384	7	35	13	3	1	13	5	0	5
LOC103910902	354	0	38	16	4	0	1	2	1	5
pklr	1870	788	24205	10748	313	1176	5938	4335	932	1616
cyp11c1	3979	26	558	246	20	14	77	40	22	17
clk2b	1995	44	442	212	22	9	131	66	19	42
creb3l4	1556	40	746	324	52	20	251	119	47	43
fzd6	3037	53	926	435	46	22	251	158	33	48
LOC103908998	1537	4	8	4	5	1	10	5	1	1
LOC108179660	879	26	253	92	19	5	93	45	10	19
LOC108179664	1657	2	6	5	1	0	10	2	2	1
LOC110438020	1429	0	5	4	6	0	9	3	1	8
LOC110438010	1073	0	9	0	0	0	0	0	5	0
spag1b	2041	23	180	87	21	12	52	14	11	3
fbxo43	2196	1	25	7	2	0	27	6	0	0
rgs22	2543	0	17	21	3	0	8	8	0	3
pop1	2699	24	198	96	9	2	41	45	13	10
nipal2	787	4	54	28	8	2	24	6	5	2
gnrhr3	480	0	37	29	5	4	13	5	6	2
LOC101882472	2473	8	72	27	10	2	6	9	5	8
LOC110438021	692	0	0	0	0	0	0	0	0	0
LOC108179665	1307	0	0	0	0	0	0	0	0	0
LOC103909000	2649	0	16	8	1	0	27	7	1	6
si:zfos-1192g2.3	804	196	1621	622	96	156	1001	279	94	285
kiaa0907	2119	149	1875	978	62	38	434	284	67	101
zbtb7b	3078	31	249	110	29	13	222	112	29	70
LOC799656	930	51	386	163	30	25	209	75	23	100
pabpc1a	2585	2224	27068	15788	1192	1013	12757	5165	1268	3075
nr0b2a	3061	70	550	433	42	57	276	150	42	105
kdf1a	2787	38	159	103	25	30	205	71	14	50
tpbgl	2136	13	62	47	2	0	30	6	4	15
tmem222a	2977	83	378	163	41	8	162	58	15	64
wdtc1	3751	137	1962	708	93	90	598	319	84	183
LOC101883215	1547	0	55	16	9	3	18	27	0	7
zgc:114181	1789	78	827	476	48	40	359	187	41	68
LOC792958	1485	12	24	32	2	1	6	12	3	8
azi2	2882	107	1143	523	62	47	586	233	73	144
LOC110437958	2907	4	90	36	8	6	38	43	9	1
cmc1	1264	86	317	191	38	28	411	93	17	80
eomesb	2609	10	66	45	7	0	13	8	4	4
LOC108179661	1295	6	86	38	7	1	17	27	8	25
iqgap3	4920	44	226	195	44	4	107	47	16	56
LOC103910918	756	2	29	4	5	0	7	0	1	0
LOC101882656	963	22	135	126	17	5	74	45	12	48
si:ch1073-209e23.1	2383	70	358	175	22	21	236	64	24	88
grem1b	2717	22	142	89	8	23	80	48	13	16
arhgap11a	4987	30	114	77	22	7	61	27	9	35
actc1b	1260	25764	424333	189692	12821	11368	107407	69975	15189	26878
zgc:77287	1254	9	107	53	1	4	30	8	5	6
klhdc2	1008	51	446	237	7	19	140	81	21	23
LOC100148950	7074	153	1283	697	105	79	616	269	50	185
LOC101884010	430	0	0	0	0	0	0	0	0	0
si:rp71-62i8.3	1430	0	0	0	1	0	0	0	0	0
zgc:195050	630	0	39	14	5	3	7	15	3	4
zgc:194887	884	9	268	138	15	16	36	11	2	21
chrm5a	1473	7	99	37	33	0	33	10	0	5
LOC103909001	416	0	1	0	0	0	0	0	0	0
LOC100334731	4353	50	1083	469	76	14	299	161	45	70
gb:bm035769	1017	14	215	78	6	1	82	27	9	19
klhl28	1894	43	789	305	37	22	167	96	31	48
togaram1	3040	4	533	188	12	3	145	87	29	31
LOC108179693	620	30	99	57	9	1	54	24	5	6
fancm	3242	8	123	87	30	1	72	29	19	10
soul3	1456	167	2371	920	92	93	568	385	107	185
slc25a29	2470	23	339	186	24	4	122	91	19	28
slc25a47b	1452	38	231	105	30	1	155	58	12	40
wars	846	25	169	111	27	37	317	135	30	46
dlk1	1670	31	306	161	9	3	71	73	18	30
LOC101883656	4626	38	564	244	31	6	186	89	14	36
wdr25	1600	11	229	83	11	5	50	39	8	18
dio3a	1140	20	276	76	2	13	47	30	8	25
wdr20a	2868	80	544	268	47	15	139	66	27	37
dync1h1	13200	1239	18637	9771	664	587	7477	4317	1184	1394
LOC110438029	779	10	0	0	5	0	1	2	0	1
ppp2r5ca	1291	43	570	286	38	25	211	95	32	62
cyp1c2	2189	34	282	128	14	18	268	65	11	26
dnajc17	1061	43	205	97	27	12	91	46	11	39
gchfr	779	24	266	141	12	8	91	39	15	24
LOC100151490	1291	23	136	59	8	7	106	46	6	20
inf2	926	17	245	106	16	5	101	39	19	12
adssl1	4030	795	5768	2039	365	264	3016	1133	265	635
siva1	826	7	115	64	11	16	69	28	6	17
zbtb42	2581	35	252	115	11	2	92	56	12	22
akt1	1692	85	863	387	40	23	377	122	34	74
trnag-ucc_28	72	0	0	1	0	0	3	1	1	1
cep170b	4818	194	1332	684	85	76	570	285	100	183
LOC110438030	786	15	22	10	3	2	14	3	1	2
pld4	1545	11	62	9	3	0	16	9	3	2
srp14	837	38	236	129	13	19	320	102	14	63
xgb	1173	10	35	20	8	1	17	4	2	7
LOC101885278	4842	65	312	171	41	9	176	63	22	54
LOC101883444	2643	12	38	42	21	0	18	12	0	8
spint1a	2412	152	1147	643	119	85	948	339	99	338
zgc:162989	916	52	485	204	40	26	178	74	20	39
zfyve19	1500	29	337	168	14	14	135	73	15	35
bub1bb	3258	16	68	61	22	5	28	13	1	23
LOC100536197	2844	39	747	433	16	14	96	76	18	35
